event_id,event_name,event_date,club_id
623834,Hyperdub 10,2014-09-03,2587
616719,Jaded with Par Grindvick,2014-08-31,2587
624874,Cancelled,2014-08-28,2587
622863,Eglo Records Bank Holiday Special,2014-08-24,2587
611810,Jaded with Customer (Alan Fitzpatrick & Reset Robot),2014-08-24,2587
609387,"Trouble Vision Carnival Warm Up with Funkineven, Amir Alexander & More",2014-08-22,2587
624872,Sessions with Sisterhood & FYI Chris,2014-08-21,2587
616717,Jaded with Eartoground,2014-08-17,2587
626748,Tender Hooks Paperworks After Party with Church,2014-08-16,2587
600588,Cancelled,2014-08-15,2587
622628,Session with Maison Sky,2014-08-14,2587
616716,Jaded with Sound Supply and Etym,2014-08-10,2587
610002,Church with Ejeca,2014-08-08,2587
622627,Sessions with Asquith,2014-08-07,2587
616709,Jaded with Sandrien,2014-08-03,2587
585310,Make Me with Cosmin TRG b2b Efdemin all Night,2014-08-02,2587
613500,Sessions with Chaos in the CBD & Danuka,2014-07-31,2587
611638,Jaded with Rebekah,2014-07-27,2587
587456,Leitmotif003 with Ben UFO b2b Morphosis; Opal Tapes,2014-07-25,2587
613498,Sessions with Romare & Hubie Davison,2014-07-24,2587
611635,Jaded Hosts Ternesc Afterhours,2014-07-20,2587
609875,Ternesc,2014-07-19,2587
613499,Sessions with Arnaldo,2014-07-17,2587
611634,Jaded with Adriana Lopez,2014-07-13,2587
580847,Wolf Music Summer BBQ,2014-07-12,2587
613502,Sessions with Hesseltime & Mr Solid Gold,2014-07-10,2587
606217,Jaded with Eartoground,2014-07-06,2587
587991,Find Me In The Dark - Summer Special,2014-07-05,2587
601954,Stop Making Sense Warm Up Party with Tiger & Woods - Live & Psychemagik & Lots More,2014-07-04,2587
594597,Jaded with Tommy Four Seven,2014-06-29,2587
595293,Loco London presents: Showcase Launch Party with Ceri,2014-06-28,2587
597705,"Sessions with Fort Romeau, Youandewan, Urulu, LK & Hubie Davison",2014-06-27,2587
594331,"Jaded with Lucy: Churches, Schools & Guns Tour",2014-06-22,2587
579060,"Church with Pariah, Objekt, John Heckle",2014-06-20,2587
595079,Sessions with Jon Rust,2014-06-19,2587
594328,Jaded with He/aT,2014-06-15,2587
598457,"Balamii with Paleman, Darq E Freaker, Mickey Pearce, DJ Cameo, Big Narstie & Flirta D",2014-06-14,2587
603767,Sessions with KRL & Blank,2014-06-12,2587
594325,Jaded with Oliver Deutschmann,2014-06-08,2587
586090,Samsara Sessions 01 Pres Prologue Records Showcase,2014-06-07,2587
553966,"Distant Cousins 05: Love Glove with Horse Meat Disco, Larj Hans & The OK Jones Band",2014-06-06,2587
595075,Sessions with Beesmunt Soundsystem,2014-06-05,2587
594320,Jaded x Superfreq Summer Party,2014-06-01,2587
563270,Leitmotif 002: Hospital x Diagonal,2014-05-31,2587
555342,Holic presents - Kate Simko - Djebali - Tomoki Tamura - Wing Fetish DJs,2014-05-30,2587
595074,Sessions with Principals feat. Bradley Zero & Charles Drakeford,2014-05-29,2587
587362,Eglo Records Bank Holiday Special,2014-05-25,2587
581349,Jaded with Developer,2014-05-25,2587
600246,Alan 5th Birthday,2014-05-24,2587
586532,"Sessions presents Dark Sky, Fantastic Mr Fox, Werkha & More",2014-05-23,2587
577656,Med School at The Colombian,2014-05-23,2587
585001,Jaded with Raymundo Rodriguez,2014-05-18,2587
571958,"White Jail with Dj TLR , Massimo Di Lena, Joseph Russell, Modula, Lock Eyes",2014-05-17,2587
553965,"Garden Get Together & Retreat with Session Victim, Genius Of Time, Quarion Live & Mr. Beatnick",2014-05-16,2587
594389,Sessions with Apes & Seb Wildblood,2014-05-15,2587
581341,Jaded with Eartoground,2014-05-11,2587
568486,"Tender Hooks with Zip, DJ Sprinkles & Patrice Scott",2014-05-10,2587
556724,"Machine with Surgeon, Floorplan, Ben Sims & Kirk Degiorgio",2014-05-09,2587
586052,Sessions with Adesse Versions & Hesseltime,2014-05-08,2587
581333,Jaded Bank Holiday Sunday with Shifted,2014-05-04,2587
557982,Find Me In The Dark presents Smallville Label Showcase,2014-05-02,2587
586050,Sessions with Sei A & More,2014-05-01,2587
581330,Jaded with Antigone,2014-04-27,2587
570602,Dream States with White Material and Sex Tags Mania,2014-04-26,2587
583361,"Tief with Pépé Bradock, Francis Inferno Orchestra, Sisterhood & Hesseltime",2014-04-25,2587
586048,Sessions with Voyeur & More,2014-04-24,2587
571954,"White Jail Easter Bank Holiday with Maayan Nidam , Neville Watson , Javier Moreno and Many More",2014-04-20,2587
568062,Jaded Easter Sunday with Lucy,2014-04-20,2587
555341,"Holic with Soulphiction (Live), Linkwood, Death on the Balcony &Tomoki Tamura",2014-04-18,2587
587628,Jaded Hosts Blueprint Afterparty,2014-04-18,2587
562753,"Trouble Vision present Autonomous Africa with Optimo, Midland, Auntie Flo & More",2014-04-17,2587
579058,Sessions with Dan Shake London Debut Show,2014-04-16,2587
581322,Jaded with Francois X,2014-04-13,2587
557859,I Love Acid,2014-04-12,2587
579014,"Gottwood presents: The Gottwax Label Launch Feat. Kris Wadsworth, Appleblim, Nicholas (Live)",2014-04-11,2587
553963,Distant Cousins 03: Workshop with ‪MM/KM (Mix Mup & Kassem Mosse) &‬ Even Tuell,2014-04-11,2587
579056,"Sessions with Nautiluss, Lokiboi & Bafana",2014-04-10,2587
568452,Jaded with Henning Baer,2014-04-06,2587
573005,NTS 3rd Birthday,2014-04-05,2587
548484,Leitmotif 001 Feat. 20 Years Of Downwards,2014-04-04,2587
579053,Sessions with Jon Convex & Viers,2014-04-03,2587
565178,Jaded with Mutecell,2014-03-30,2587
558627,"Find Me In The Dark with Skudge, Voices From The Lake, Terekke, Vester Koza and Asquith",2014-03-29,2587
561870,"Funkyzeit 4th Birthday: Daniel Bell, Trus'me, and More TBC",2014-03-28,2587
571849,"Sessions with Presk, Cinnaman & Park Ranger",2014-03-27,2587
565176,Jaded with Raymundo Rodriguez,2014-03-23,2587
558551,"White Jail with Soul Capsule , Vid aka Egal 3 , Isherwood and Many More",2014-03-22,2587
569253,"Loud Noise - Boddika, Trevino",2014-03-21,2587
571470,Studio 89 presents A Night At The Columbian with Daniel Wang,2014-03-21,2587
571734,"Sessions with October, Terron & Asquith",2014-03-20,2587
565175,Jaded with James Ruskin,2014-03-16,2587
560430,Rupture,2014-03-15,2587
553961,Distant Cousins 02: Italojohnson,2014-03-14,2587
571733,Sessions with Alexander Nut & Lorca,2014-03-13,2587
565174,Jaded with Kr!z,2014-03-09,2587
555432,"Plex x Oscillate Wildly with Answer Code Request, DJ Stingray, Tin Man,",2014-03-08,2587
537385,"Church 3rd Birthday with Redshape Live, Dauwd, Iron Galaxy, Chaos in the CBD",2014-03-07,2587
571732,Sessions with Chesus & Taneli,2014-03-06,2587
565173,Jaded with Jonas Kopp,2014-03-02,2587
558077,"Tempo Clash -Rescheduled, See Below",2014-03-01,2587
556685,Machine,2014-02-28,2587
571731,Sessions with Squarehead & More.,2014-02-27,2587
559155,Jaded with Operator,2014-02-23,2587
546866,Loscil The House In The Woods Wanda Group,2014-02-23,2587
559935,"Find Me In The Dark x Body Hammer with Jovonn, Parris Mitchell, Palms Trax and Dynamo Dreesen",2014-02-22,2587
541250,"Tief with Prosumer, The Mole, Arttu Live, Prophets Of The South, Bradley Zero",2014-02-21,2587
554348,"Sessions with Trikk, Danuka & Noshun",2014-02-20,2587
561717,"Hyperdub presents - Kode 9, DJ Rashad, Scratcha DVA",2014-02-18,2587
555470,Jaded with Alan Fitzpatrick,2014-02-16,2587
550643,LOW Life presents SCANDAL,2014-02-15,2587
538054,"Funkyzeit present: Lawrence (Dial), XDB (Dial) + Special Guest TBC (Smallville)",2014-02-14,2587
546783,Sessions with Jon K & Dynamo Dreesen,2014-02-13,2587
555008,Jaded with Eartoground,2014-02-09,2587
534549,Them presents: Perc Album Launch,2014-02-08,2587
553946,"Distant Cousins 01: Don't Be Afraid 4th Birthday with Mr. G, MGUN, Mr. Beatnick",2014-02-07,2587
553398,Sessions with Hnny & Apes,2014-02-06,2587
556498,Jaded with Rødhåd,2014-02-02,2587
542044,"Double Trouble Vision Pt. 2 Pres. 3024: Martyn, Trevino, Leon Vynehall",2014-02-01,2587
542036,"Double Trouble Vision Pt. 1 with Moodymann, Medlar, Severino & Principals",2014-01-31,2587
547195,Sessions with Romare,2014-01-30,2587
543356,Bleed presents... Chris Madak (AKA Bee Mask),2014-01-27,2587
555006,Jaded with Reset Robot,2014-01-26,2587
541247,"Tief Music with Bicep, Juju and Jordash Live, Hesseltime & Sisterhood",2014-01-25,2587
547320,"Loud Noise - Artwork, Xxxy, Nyta",2014-01-24,2587
546778,Sessions with Goldffinch,2014-01-23,2587
552465,Jaded with Hector Oaks,2014-01-19,2587
547350,"Find Me In The Dark with Head High aka Shed, Pariah, Marquis Hawkes, DJ Richard and Asquith",2014-01-18,2587
530854,"White Jail Opening 2014 with Boo Williams, Rio Padice Live",2014-01-17,2587
546776,Sessions with Hackman & Mr Solid Gold,2014-01-16,2587
552456,Jaded with Ø [Phase],2014-01-12,2587
549446,"Noshun with Fort Romeau, Seb Wildblood & Danuka",2014-01-11,2587
541252,"My Love Is Underground with Jeremy Underground, Brawther & Tristan Da Cunha",2014-01-10,2587
547198,Sessions with Last Magpie,2014-01-09,2587
516085,"Tief New Years Day Party with Todd Terje, Jay Shepheard Live, Daniel Wang, October, Arnaldo",2014-01-01,2587
540326,Jaded New Years Day with Lucy,2014-01-01,2587
512126,"Trouble Vi5ion NYE with Theo Parrish, Maurice Fulton, Anthony Naples, Mr Beatnick",2013-12-31,2587
533099,A Love From Outer Space,2013-12-21,2587
530161,Machine vs Pressure & I Love Acid Xmas Party,2013-12-20,2587
540572,Jaded Christmas Party,2013-12-15,2587
488325,"Tief with Efdemin, Isolee, Johannes Volk, Young Marco, Francis Inferno Orchestra, Ben Sun",2013-12-14,2587
543289,Deep Medi Xmas Skank,2013-12-13,2587
541760,Sessions with Moxie,2013-12-12,2587
538969,Jaded Hosts The End After Party,2013-12-08,2587
532915,"Tender Hooks with Ripperton aka Headless Ghost, Anton Zap, Romare, Alexander Nut",2013-12-07,2587
531894,"Sessions presents Bodhi, Doc Daneeka, Youandewan, Chaos in the CBD, Real",2013-12-06,2587
538956,Jaded with Roberto,2013-12-01,2587
531355,"Find Me In The Dark with Omar S, Kassem Mosse, Tin Man, Palms Trax and Asquith",2013-11-30,2587
523435,"Reviveher - Mcde, Eddie C, Move D, Mark E",2013-11-29,2587
540028,Sessions with Palace & James Fox,2013-11-28,2587
535774,Jaded with Raymundo Rodriguez,2013-11-24,2587
512123,Trouble Vi5ion 5.4: Hivern Discs Showcase & John Talabot DJ-Kicks Launch Party,2013-11-23,2587
520315,Oscillate Wildly presents: Evian Christ Trance Party & The Bunker,2013-11-22,2587
531745,Sessions with Outboxx,2013-11-21,2587
533090,HTRK live,2013-11-20,2587
537328,Jaded with Secluded aka Hans Bouffmyhre,2013-11-17,2587
516080,White Jail 2nd Year Anniversary Special with Akufen(Perlon) and The Mole(Ostgut Ton),2013-11-16,2587
534082,Rupture 7th Birthday,2013-11-15,2587
536054,"Corsica & Sub Club Pres Red Bull Revolutions In Sound Afterparty with Derrick Carter, Bicep",2013-11-14,2587
525464,Bleed & Baba Yaga's Hut present James Ferraro + Teengirl Fantasy,2013-11-12,2587
530413,Jaded with Rrose,2013-11-10,2587
520827,"Funkyzeit present: Losoul, Carsten Jost & Rndm",2013-11-09,2587
504668,"Them with Lone, Lucy, Mike Dehnert, Livity Sound, Tessela",2013-11-08,2587
531714,Sessions (Free Entry) with Behling & Simpson,2013-11-07,2587
527330,Jaded with DJ Skirt,2013-11-03,2587
517118,"Just Jack Freak Boutique (London Edition) with Nick Hoppner, Trus'me & Amir Alexander",2013-11-02,2587
511659,Plex / Colony / Bleed - PCB,2013-11-01,2587
519151,Sessions with Jon Rust B2B Reecha & Jonny Dub,2013-10-31,2587
526984,Jaded Hosts Drumcode Afterhours,2013-10-27,2587
509209,LOW Life presents Noir,2013-10-26,2587
504538,"Tief presents Suol Label Night with Daniel Bortz, Culoe De Song, Trickski, Sven Von Thülen, Esa",2013-10-25,2587
519148,Sessions (Free Entry) with Seb Wildblood 'Feel' EP Launch Party,2013-10-24,2587
520541,"Dream States vs L.I.E.S. with Steve Summers, Terekke and Bookworms",2013-10-19,2587
520781,"Loud Noise - Addison Groove, Throwing Snow, Mak & Pasteman",2013-10-18,2587
519147,Sessions with Greymatter & Semtek,2013-10-17,2587
478375,Bleed presents... Blackest Ever Black 2013,2013-10-12,2587
512122,"Trouble Vi5ion 5.2 with Prins Thomas, DJ Kon, DJ Rahaan",2013-10-11,2587
508831,Sessions with James Welsh,2013-10-10,2587
526432,Dems – Canvas World Single Launch,2013-10-09,2587
520275,Belgium Booms Launch Party,2013-10-05,2587
516855,"Church presents Happa, Moomin, Viers, Rumah, Seb Wildblood & Apes",2013-10-04,2587
508829,Sessions with Alexander Nut,2013-10-03,2587
497327,"Unsound London, Day 3: Forest Swords presented by Bleed",2013-09-28,2587
503391,"Them with A Made Up Sound/2562, Shifted, Pariah",2013-09-28,2587
473886,"Tief 2nd Anniversary with Steffi, Pépé Bradock, Kink Live, Vakula, Mister Saturday Night",2013-09-27,2587
518311,Sessions with Troy Gunner & Sebmann,2013-09-26,2587
505663,Trouble Vi5ion 5.1 with Hunee & Damiano von Erckert,2013-09-21,2587
497173,"Sessions presents Ben Pearce, Eliphino, Hackman, Trikk & Seb Wildblood",2013-09-20,2587
506170,Machine Feat. Ben Sims and Kirk Degirogio with Special Guests Rodhad and ROD,2013-09-14,2587
488279,"White Jail Opening Night with Alden Tyrell Live, Nick Anthony Simoncino, Daniela La Luz",2013-09-13,2587
510800,Sessions (Free Entry) with Ben Sun & Sisterhood,2013-09-12,2587
507846,"Highlife presents Hieroglyphic Being, Cut Hands (Live), Auntie Flo + Gum Takes Tooth (Live)",2013-09-07,2587
511772,Sessions with My Panda Shall Fly,2013-09-05,2587
497612,Colony & Scand,2013-08-31,2587
503866,"Dream States with John Heckle, Florian Kupfer, DJ Sotofett & FIT",2013-08-30,2587
508826,Sessions with Artifact,2013-08-29,2587
450058,Deadly Rhythm Carnival After Party,2013-08-25,2587
475376,"Oscillate Wildly presents: Tom Trago b2b Bok Bok, Objekt, Fiedel & Lo Shea",2013-08-24,2587
476630,"Trouble Vision Carnival Warm-Up with J. Rocc, Marcellus Pittman & Norwood Soul Patrol",2013-08-23,2587
508824,Sessions with Lakosa & i0,2013-08-22,2587
512433,Sessions with Jon Rust & Reecha (Standard Place),2013-08-21,2587
508818,Sessions with Jon Rust,2013-08-15,2587
496650,"Church with Darling Farah, James Fox, Apes & Seb Wildblood, Rumah, Viers (£4)",2013-08-09,2587
489718,Colony Summer Rave,2013-08-03,2587
504393,Sessions (Free Entry) with Youandewan,2013-08-01,2587
474311,"Tief & Tender Hooks with Robag Wruhme, Daniele Baldelli, Toshiya Kawasaki, Sisterhood",2013-07-27,2587
498481,Sessions with Applebottom & Armeria,2013-07-25,2587
485313,"Them - Kingdom , Jon Convex & Goldffinch",2013-07-20,2587
491679,Reel-To-Real presents: Workshop Records x The Trilogy Tapes,2013-07-19,2587
498398,"Sessions & Nineteen89 Records with Palace, Crypt & Conor Wheeler",2013-07-18,2587
501080,Panoramic Afterparty,2013-07-13,2587
488652,"Machine presents Ben Sims (Live), Oscar Mulero & I Love Acid",2013-07-12,2587
498300,Sessions with Dauwd,2013-07-11,2587
490473,Memory Box with Tom Midlleton & Socialeyes With Nathan Coles,2013-07-06,2587
497170,Sessions with Mr Beatnick,2013-07-04,2587
490168,Jaded Summer Members Party II,2013-06-30,2587
476204,"Connected with Dana Ruh, Terry Francis & East End Dubs",2013-06-29,2587
494736,Sessions with Synkro,2013-06-27,2587
482820,Baba Yaga's Hut presents Black Dice,2013-06-24,2587
480876,"Proto presents: Nicholas (Live), Late Nite Tuff Guy, Chris Duckenfield, Citizen & Lots More",2013-06-22,2587
464539,"Church presents Boddika, Sei A, October, Lorca",2013-06-21,2587
471834,Huntleys & Palmers: James Holden - The Inheritors Launch Party + Highlife Room,2013-06-15,2587
478609,Rupture,2013-06-14,2587
487078,Sessions with Alexander Nut,2013-06-13,2587
477533,"Z/Party with Klose One, Az&tor, Star One, Smutlee",2013-06-08,2587
461471,"Trouble Vision Summer Showdown with Âme, Gerd Janson, Pional, Mark E",2013-06-07,2587
487936,Sessions with Jon Rust,2013-06-06,2587
466052,Jaded Summer Members Party,2013-06-02,2587
478261,"Future Disco with Benoit & Sergio, Juan Maclean",2013-06-01,2587
468915,Lucid 2nd Birthday,2013-05-31,2587
486665,Sessions (Free Entry) with Session Victim,2013-05-30,2587
447080,Tief presents Mano Le Tough 'Changing Days' Album Release Party,2013-05-26,2587
473940,Planet Mu presents,2013-05-25,2587
441565,"Tief presents Underground Quality Label Night with Nina Kraviz, Jus Ed, Aybee, Estaban Adame",2013-05-24,2587
483908,Sessions with New York Transit Authority,2013-05-23,2587
478402,Deep Medi Skank,2013-05-18,2587
450253,"Church presents Bambounou, Lando Kal, Guy Andrews, Alex Coulton",2013-05-17,2587
482305,Sessions with Casino Times & Hesseltime,2013-05-16,2587
465317,"Kyle Hall Album Launch with Kyle Hall, Funkineven, Jay Daniel & Semtek",2013-05-11,2587
476519,"Mono Audio LDN 006 - Special Guest TBA, Tessela, Moxie",2013-05-10,2587
478319,Sessions With Fort Romeau,2013-05-09,2587
457939,Colony & Scand Bank Holiday Special,2013-05-05,2587
466399,"Oscillate Wildly presents: Special Request, Moiré, Peverelist, LV, Elgato & Beneath",2013-05-04,2587
444464,"Trouble Vision & Tief present Mcde, DJ Kon, Axel Boman, Session Victim Live & Christopher Rau",2013-05-03,2587
476180,Sessions with Randomer,2013-05-02,2587
437884,"Tief with Henrik Schwarz, Marcus Worgull, Hunee, Tornado Wallace, Ben Sun",2013-04-27,2587
459025,"Tender Hooks with DJ Koze, Mister Saturday Night, Dark Sky, Cottam",2013-04-26,2587
476114,Sessions with Arp101 & Tanka,2013-04-25,2587
451156,Bleed,2013-04-20,2587
445781,"Church & Madtech present: Krystal Klear, Citizen, James Fox, Artifact, Thefft, Seb Wildblood",2013-04-19,2587
473505,"Sessions with Romare, Alfie & Borai",2013-04-18,2587
457006,"Tempo Clash: Kuedo (A/V) + Dahlia Black (Live Debut), Om Unit B2B Reso",2013-04-13,2587
459443,**Cancelled**Radioslave 'Balance 023 Mix' Release Party,2013-04-12,2587
451232,Sessions with Kommune1,2013-04-11,2587
459184,**Cancelled** Warm presents Sebo K,2013-04-06,2587
464074,Church Cancellled,2013-04-06,2587
450473,"Re Create presents... The Advent, Mark Broom, Sasha Carassi, Jason Fernandes & Hugo Paixao",2013-04-05,2587
444447,"A Love From Outer Space with Andrew Weatherall, Sean Johnston, Ewan Pearson & Daniel Avery",2013-03-31,2587
466183,The Murkage Club London. with Sticky Queenie Murkage Cartel Djs,2013-03-30,2587
459329,Socialeyes presents Memory box The Acid House Years with Justin Robertson,2013-03-29,2587
438133,"Trouble Vision Easter Warm Up with Deetron, Will Saul, Maxxi Soundsystem, Velvit",2013-03-28,2587
456454,Rupture,2013-03-23,2587
433137,"Church 2nd Birthday with Loefah, Breach, Trikk, Apes, Seb Wildblood, Squarehead, Rumah, Viers",2013-03-22,2587
451170,Skint vs Ice Cream [Round 1],2013-03-16,2587
434005,Oneida Plus Supports,2013-03-15,2587
441370,"Reviveher x Phonica - Vakula, Magic Mountain High (Live), Maurice Fulton, Lordoftheisles",2013-03-09,2587
447092,"Them: Redshape - Live, Pariah, Pangaea, Sigha, Trevino",2013-03-08,2587
434003,Clinic,2013-03-07,2587
457655,Sessions (Free Entry) with James Fox,2013-03-07,2587
453406,Everyone aka Kindness + Joakim,2013-03-02,2587
446260,"Warm presents Optimo, Nick Hoppner, Matias Aguayo + Friends",2013-03-01,2587
390247,"Tief with Prosumer, Todd Terje, Tim Sweeney, Iron Curtis, Casino Times",2013-02-22,2587
452637,"Sessions (Free Entry) with Mak & Pasteman, Tanka",2013-02-21,2587
448234,LOW Life presents Justin Vandervolgen,2013-02-16,2587
439062,"Church presents Xxxy, Jon Convex, Locked Groove, Dauwd, Seb Wildblood, Apes",2013-02-15,2587
452632,Sessions (Free Entry) with Hackman,2013-02-14,2587
436496,Use Your Third Ear ♯1,2013-02-09,2587
433020,"Oscillate Wildly presents: FCL, Andy Stott Live, Midland, Anthony Naples & The Bunker",2013-02-08,2587
432962,"Them - Actress, Lone, Untold, Synkro, Throwing Snow",2013-02-02,2587
439689,"Tender Hooks with Legowelt, Gerd, Serge, Mr. Beatnick, Semtek",2013-02-01,2587
443012,Sessions with My Panda Shall Fly,2013-01-31,2587
546779,Sessions with Romare,2013-01-30,2587
408567,"Trouble Vision Pt. 2 with Theo Parrish, Marcellus Pittman, Bicep & Lauer",2013-01-26,2587
408563,"Trouble Vision Pt. 1 with Martyn, Loefah, Huxley, Dark Sky",2013-01-25,2587
444041,"Sessions with Voyeur, Pale",2013-01-24,2587
437483,"Mono Audio London - Kryptic Minds, Wen",2013-01-19,2587
435332,Warm presents Nick Hoppner + Auntie Flo,2013-01-18,2587
440647,Sessions with Tessela,2013-01-17,2587
403392,Tief presents My Love Is Underground Label Night,2013-01-12,2587
437088,"Church presents A1 Bassline, Medlar, Braiden, Apes, Seb Wildblood, Graphics, Hesseltime, Viers",2013-01-11,2587
539107,Jaded New Years Day with Lucy,2013-01-01,2587
401624,"Trouble Vision & Tief NYE Party with John Talabot, Move D, Bicep",2012-12-31,2587
414448,I Love Acid Xmas Rave 2012,2012-12-22,2587
432616,Deep Medi Xmas Skank,2012-12-15,2587
424633,Beyond The Clouds Feat. Cajmere & Funkineven,2012-12-08,2587
417778,A Love From Outer Space,2012-12-07,2587
426512,Question of Time Launch Party,2012-12-06,2587
421902,"H&P Turns 5! Oni Ayhun, Planningtorock, Auntie Flo - Tickets ON The DOOR",2012-12-01,2587
374876,"Tief with Levon Vincent, San Soda, Maurice Fulton, Jacob Korn, Wolf Music",2012-11-30,2587
427513,"Sessions with Troy Gunner, Artifact",2012-11-29,2587
411498,Make Noise Electronic Recycling Tour,2012-11-27,2587
404818,"Them - DJ Rashad & DJ Spinn, Ital tek, Murderbot, Om Unit, Illum Sphere, Randomer.",2012-11-23,2587
425414,Sessions with Goldffinch,2012-11-22,2587
402698,RBMA and Corsica Studios present Francisco Lopez,2012-11-21,2587
402695,RBMA and Corsica Studios present Paul Prudence,2012-11-20,2587
402694,RBMA and Corsica Studios present Z'ev,2012-11-19,2587
397227,Tief presents Diynamic Label Night London II,2012-11-16,2587
422528,"Sessions with Apes, Seb Wildblood, Rumah & Metrist",2012-11-15,2587
402666,Baba Yaga's Hut - Moon Duo + KXP + Kandodo,2012-11-14,2587
406683,"Void presents Dvs1, Forward Strategy Group, and Mpia3",2012-11-10,2587
419371,Sessions Launch Party - Free with Trikk & Tcts,2012-11-08,2587
387666,Plex / Colony / Machine - PCM pt II,2012-11-02,2587
400924,LOW Life present Santeria,2012-10-27,2587
394538,"Church presents Juan Atkins, Mark Henning, French Fries, Darling Farah, Paleman, Thefft",2012-10-26,2587
402664,Baba Yaga's Hut - Zeni Geva + Nought,2012-10-23,2587
402663,Baba Yaga's Hut - Acid Mothers Temple + Hey Colossus,2012-10-22,2587
378886,"Trouble Vision 4th Birthday: Pt 2 with Lil' Louis, Nick Höppner, Session Victim",2012-10-20,2587
393418,"Them - Bok, Girl Unit, Scratcha DVA, Teeth, LV, Nightwave, Mike Q",2012-10-19,2587
402661,"Baba Yaga's Hut - Rangda, Carlton Melton + Gala Drop",2012-10-18,2587
381307,Blackest Ever Black,2012-10-13,2587
378885,"Trouble Vision 4th Birthday: Pt 1 with David Rodigan, Zed Bias, Gerry Read, Trickski",2012-10-12,2587
410683,UK Skate Film Festival 2012,2012-10-07,2587
400307,Wavey Tones vs Warm: John Tejada / Vessel / John Roberts / Funkineven,2012-10-06,2587
402782,Warm presents John Tejada Plus John Roberts,2012-10-06,2587
387547,"Plex & Corsica Studios present: Arpanet, Donato Dozzy, Mike Parker, Konx-Om-Pax, Tom Dicicco",2012-10-05,2587
402660,Baba Yaga's Hut - Dead Skeletons The Oscillation,2012-10-03,2587
391128,Planet Mu,2012-09-29,2587
348498,"Tief 1st Anniversary with Omar S, Portable, Bicep, Hunee, Mano Le Tough, Daniel Wang, Brawther",2012-09-28,2587
400674,House of Disco Day & Night Party,2012-09-22,2587
386529,"Church presents Marcellus Pittman, Koreless, Midland, Pariah",2012-09-21,2587
397592,Tief presents Juju & Jordash 'Techno Primitivism' Album Release Party with Tama Sumo,2012-09-14,2587
400024,"Kosmische Club with Roedelius, Gavin Russom, Andrew Weatherall",2012-09-08,2587
383957,"Future Disco & Corsica Studios present DFA with James Murphy, Pat Mahoney, Hot Chip",2012-09-01,2587
354310,"Tief presents Voyage Direct with Legowelt, Kink, Tom Trago, Dexter",2012-08-26,2587
378936,"Oscillate Wildly presents: Tevo Howard, George Fitzgerald, Huxley, Christian Löffler & Louche",2012-08-25,2587
370772,"Trouble Vision Carnival Warm Up with Gilles Peterson, Andrés, T.Williams, Breach",2012-08-24,2587
384725,Peaking Lights,2012-08-23,2587
365985,"Church presents Bok Bok, Dusky, Deadboy, Goldffinch, Fort Romeau, Ossie",2012-08-17,2587
383783,Colony Summer Rave,2012-08-10,2587
385926,King Midas Sound + JK Flesh,2012-08-09,2587
383150,Deadly Rhythm with Marc Kinchen (MK) & Trus'me,2012-08-04,2587
388416,In The Woods Festival Warm Up Show Festival Ticket Giveaway,2012-08-03,2587
349026,[CANCELLED] Them presents Swamp81,2012-08-03,2587
381505,Club Motherf*Cker Summer Special,2012-07-28,2587
357185,Them presents Swamp81,2012-07-27,2587
370416,"Tief Summer Special with Jus-Ed, Lawrence, Jay Shepheard, Iron Curtis & More",2012-07-21,2587
359780,"Church & Selective Hearing present Intra:Mental, Lone, George Fitzgerald, Objekt",2012-07-20,2587
371088,"Kompakt presents Michael Mayer, Reinhard Voigt, Kolsch",2012-07-14,2587
374018,Nick Hoppner Panorama Bar 04 Launch,2012-07-13,2587
382463,100 Procent Kenny Dope! - Moxa Experiment 04,2012-07-07,2587
380948,Hit & Run,2012-07-06,2587
336037,"Tief with Pepe Bradock, Soundstream, Manuel Tur, Erdbeerschnitzel & More",2012-06-30,2587
377750,"Staunch 003 with Clive Henry, Dexter Kane, Dusky, Benny Ill +++",2012-06-29,2587
382628,LCC After-Show Party,2012-06-28,2587
360163,Colony & Corsica Studios present Prologue Label Night,2012-06-23,2587
336839,"Church presents Dark Sky, Mele, Mickey Pearce, Brackles, Akkord, Maribou State, Waze & Odyssey",2012-06-22,2587
375609,Fanny Games Release Party,2012-06-16,2587
373343,Moxa Experiment 02,2012-06-09,2587
368051,"Them - Zed Bias, Slugabed, French Fries, Doc Daneeka",2012-06-08,2587
371205,Church presents Eliphino- Somethinksounds E.P Launch Party,2012-06-07,2587
349165,"Plex vs Perc Trax - Kangding Ray, Perc, DJ Skirt, AnD, Randomer, Scanone",2012-06-03,2587
371286,Rupture Label Launch,2012-06-02,2587
360160,"Sneaker Social Club with Paul Woolford, Axel Boman, Appleblim & More",2012-06-01,2587
366501,Moxa Experiment - Launch Party,2012-05-26,2587
334016,"Trouble Vision Summer Session with Tensnake, John Talabot, Skudge, Futureboogie",2012-05-25,2587
363374,"GETME! with Nguzunguzu, Evian Christ, V Special Guests",2012-05-19,2587
360164,Jeff Mills - Axis 20th Anniversary,2012-05-18,2587
340717,"Tief presents Suol Label Night with Fritz Kalkbrenner, Daniel Bortz, Trickski",2012-05-12,2587
357582,Redux 2nd Birthday,2012-05-11,2587
364263,Love Dance - Somalia,2012-05-09,2587
364882,"Better Days: Steve Proctor, Jon Dasilva and Mark Cooper",2012-05-06,2587
